;unnamed: 0;unnamed: 0.1;unnamed: 0.1.1;no_of_comments;no_of_likes;topic;length_of_text;question;personalisation;emotional;opinion;regional;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion;type
7;7;7;7;2.0;1.0;politics;243;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
8;8;8;8;0.0;0.0;politics;238;True;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
9;9;9;9;0.0;2.0;health;273;True;no personalisation;no emotionalisation;News;regional;no personalisation;5.0;0.0;5.0;[];0.0;0.0;1.0;0.0;simple;;X
10;10;10;10;0.0;0.0;culture;221;False;no personalisation;no emotionalisation;Interview;regional;no personalisation;2.0;2.0;2.0;[];0.0;1.0;1.0;1.0;complex;;X
11;11;11;11;0.0;2.0;other;215;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
12;12;12;12;0.0;0.0;celebrity;189;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
13;13;13;13;1.0;3.0;construction & living;224;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
14;14;14;14;1.0;0.0;politics;196;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
15;15;15;15;0.0;0.0;culture;236;False;personalisation;emotionalisation;News;regional;personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;positive;X
16;16;16;16;0.0;3.0;politics;238;True;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
17;17;17;17;0.0;5.0;culture;203;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
18;18;18;18;0.0;2.0;sports;207;True;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
19;19;19;19;1.0;2.0;celebrity;218;False;personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
20;20;20;20;0.0;0.0;culture;228;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
21;21;21;21;0.0;1.0;culture;254;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
22;22;22;22;0.0;0.0;science & education;252;False;no personalisation;emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;negative;X
23;23;23;23;0.0;0.0;construction & living;224;False;no personalisation;no emotionalisation;News;regional;no personalisation;5.0;0.0;3.0;[];0.0;0.0;1.6666666666666667;0.0;simple;;X
24;24;24;24;0.0;1.0;culture;204;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
25;25;25;25;0.0;0.0;culture;229;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
26;26;26;26;0.0;1.0;crime, disaster & accidents;229;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
27;27;27;27;0.0;0.0;politics;198;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
28;28;28;28;0.0;0.0;mobility;187;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
29;29;29;29;0.0;0.0;politics;199;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
30;30;30;30;0.0;0.0;mobility;161;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
31;31;31;31;0.0;0.0;crime, disaster & accidents;276;False;personalisation;no emotionalisation;News;regional;personalisation;1.0;3.0;2.0;[];0.0;3.0;0.5;1.5;complex;;X
32;32;32;32;0.0;1.0;crime, disaster & accidents;265;False;personalisation;no emotionalisation;Interview;regional;personalisation;2.0;2.0;2.0;[];0.0;1.0;1.0;1.0;complex;;X
33;33;33;33;1.0;2.0;other;273;True;no personalisation;no emotionalisation;Interview;regional;no personalisation;5.0;1.0;3.0;[];0.0;0.2;1.6666666666666667;0.3333333333333333;complex;;X
34;34;34;34;0.0;5.0;sports;214;False;personalisation;no emotionalisation;Interview;regional;personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;;X
35;35;35;35;0.0;1.0;mobility;216;True;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
36;36;36;36;0.0;2.0;construction & living;264;False;no personalisation;emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;negative;X
37;37;37;37;0.0;0.0;culture;260;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
38;38;38;38;10.0;39.0;politics;233;False;personalisation;no emotionalisation;Interview;regional;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
39;39;39;39;4.0;8.0;politics;204;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
40;40;40;40;1.0;3.0;culture;221;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
41;41;41;41;0.0;0.0;culture;216;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
42;42;42;42;0.0;1.0;sports;209;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;;X
43;43;43;43;0.0;0.0;crime, disaster & accidents;255;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
44;44;44;44;0.0;1.0;crime, disaster & accidents;202;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;6.0;[];0.0;0.0;0.5;0.0;simple;;X
45;45;45;45;9.0;13.0;politics;240;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
46;46;46;46;0.0;1.0;construction & living;201;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
47;47;47;47;0.0;3.0;health;233;False;personalisation;no emotionalisation;News;regional;personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
48;48;48;48;0.0;2.0;culture;203;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
49;49;49;49;0.0;1.0;sports;254;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;5.0;[];0.0;0.0;0.6;0.0;simple;;X
50;50;50;50;0.0;2.0;health;215;False;personalisation;no emotionalisation;Interview;regional;personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;;X
51;51;51;51;0.0;1.0;construction & living;208;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;2.0;4.0;[];0.0;2.0;0.25;0.5;complex;;X
52;52;52;52;0.0;0.0;sports;226;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
53;53;53;53;0.0;2.0;culture;220;False;personalisation;emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;positive;X
54;54;54;54;0.0;0.0;culture;180;True;no personalisation;no emotionalisation;News;regional;personalisation;5.0;0.0;3.0;[];0.0;0.0;1.6666666666666667;0.0;simple;;X
55;55;55;55;1.0;2.0;sports;236;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
56;56;56;56;1.0;0.0;politics;278;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
57;57;57;57;0.0;0.0;health;275;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;4.0;[];0.0;0.3333333333333333;0.75;0.25;complex;;X
58;58;58;58;8.0;7.0;mobility;223;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
59;59;59;59;0.0;1.0;crime, disaster & accidents;227;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
60;60;60;60;0.0;2.0;health;223;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
61;61;61;61;0.0;4.0;construction & living;274;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
62;62;62;62;0.0;0.0;sports;243;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
63;63;63;63;0.0;0.0;crime, disaster & accidents;280;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
64;64;64;64;0.0;2.0;culture;195;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
65;65;65;65;1.0;1.0;politics;204;False;no personalisation;emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;negative;X
66;66;66;66;0.0;0.0;construction & living;280;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;2.0;[];0.0;0.3333333333333333;1.5;0.5;complex;;X
67;67;67;67;0.0;1.0;construction & living;275;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
68;68;68;68;0.0;0.0;sports;232;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;3.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;;X
69;69;69;69;0.0;1.0;crime, disaster & accidents;202;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
70;70;70;70;2.0;4.0;culture;239;True;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
71;71;71;71;1.0;2.0;crime, disaster & accidents;200;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
72;72;72;72;1.0;1.0;other;227;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
73;73;73;73;0.0;1.0;crime, disaster & accidents;213;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
74;74;74;74;0.0;1.0;other;201;True;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
75;75;75;75;0.0;3.0;politics;243;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;;X
76;76;76;76;0.0;1.0;culture;218;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
77;77;77;77;1.0;2.0;crime, disaster & accidents;188;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
78;78;78;78;0.0;1.0;crime, disaster & accidents;238;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;1.0;1.0;[];0.0;1.0;1.0;1.0;complex;;X
79;79;79;79;0.0;3.0;business & finance;251;False;personalisation;no emotionalisation;Interview;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
80;80;80;80;0.0;3.0;culture;227;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
81;81;81;81;1.0;0.0;business & finance;162;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
82;82;82;82;0.0;0.0;construction & living;217;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
83;83;83;83;0.0;1.0;health;246;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
84;84;84;84;0.0;2.0;mobility;239;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
85;85;85;85;0.0;0.0;construction & living;222;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
86;86;86;86;0.0;2.0;culture;155;True;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
87;87;87;87;0.0;0.0;crime, disaster & accidents;208;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;4.0;[];0.0;0.3333333333333333;0.75;0.25;complex;;X
88;88;88;88;1.0;2.0;politics;268;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
89;89;89;89;2.0;1.0;politics;237;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
90;90;90;90;0.0;1.0;crime, disaster & accidents;130;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
91;91;91;91;0.0;3.0;crime, disaster & accidents;227;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
92;92;92;92;0.0;1.0;science & education;234;False;personalisation;no emotionalisation;Interview;regional;personalisation;3.0;1.0;2.0;[];0.0;0.3333333333333333;1.5;0.5;complex;;X
93;93;93;93;0.0;5.0;business & finance;221;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
94;94;94;94;0.0;2.0;crime, disaster & accidents;195;False;no personalisation;emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;negative;X
95;95;95;95;0.0;0.0;crime, disaster & accidents;220;False;no personalisation;emotionalisation;News;regional;personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;negative;X
96;96;96;96;0.0;1.0;sports;207;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
97;97;97;97;0.0;1.0;health;212;False;personalisation;no emotionalisation;Interview;regional;personalisation;2.0;1.0;4.0;[];0.0;0.5;0.5;0.25;complex;;X
98;98;98;98;1.0;1.0;crime, disaster & accidents;231;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
99;99;99;99;0.0;0.0;business & finance;223;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
100;100;100;100;0.0;0.0;sports;249;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
101;101;101;101;0.0;2.0;culture;211;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
102;102;102;102;0.0;3.0;construction & living;227;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;3.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;;X
103;103;103;103;2.0;9.0;business & finance;196;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
104;104;104;104;0.0;1.0;crime, disaster & accidents;229;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
105;105;105;105;0.0;0.0;LVZ;222;True;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
106;106;106;106;0.0;0.0;business & finance;223;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;2.0;4.0;[];0.0;0.6666666666666666;0.75;0.5;complex;;X
107;107;107;107;0.0;0.0;crime, disaster & accidents;232;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
108;108;108;108;0.0;1.0;politics;236;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
109;109;109;109;0.0;1.0;crime, disaster & accidents;198;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
110;110;110;110;0.0;0.0;other;208;True;no personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
111;111;111;111;1.0;1.0;other;159;False;no personalisation;no emotionalisation;Comment;(inter)national;personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
112;112;112;112;0.0;1.0;mobility;259;True;no personalisation;no emotionalisation;Interview;regional;personalisation;4.0;2.0;4.0;[];0.0;0.5;1.0;0.5;complex;;X
113;113;113;113;2.0;3.0;health;236;True;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;2.0;3.0;[];0.0;0.5;1.3333333333333333;0.6666666666666666;complex;;X
114;114;114;114;0.0;1.0;other;158;True;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
115;115;115;115;1.0;2.0;politics;254;False;no personalisation;no emotionalisation;Interview;regional;personalisation;3.0;1.0;4.0;[];0.0;0.3333333333333333;0.75;0.25;complex;;X
116;116;116;116;0.0;1.0;sports;222;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;5.0;[];0.0;0.0;0.4;0.0;simple;;X
117;117;117;117;0.0;2.0;business & finance;235;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;2.0;[];0.0;0.3333333333333333;1.5;0.5;complex;;X
118;118;118;118;0.0;3.0;crime, disaster & accidents;201;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
119;119;119;119;32.0;33.0;politics;156;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
120;120;120;120;0.0;2.0;crime, disaster & accidents;260;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
121;121;121;121;0.0;1.0;sports;247;False;personalisation;no emotionalisation;Interview;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
122;122;122;122;0.0;1.0;crime, disaster & accidents;179;True;personalisation;no emotionalisation;Comment;regional;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
123;123;123;123;0.0;2.0;sports;242;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
124;124;124;124;1.0;1.0;mobility;218;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
125;125;125;125;0.0;0.0;politics;205;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
126;126;126;126;4.0;1.0;mobility;211;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
127;127;127;127;0.0;0.0;other;238;True;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;4.0;[];0.0;0.5;0.5;0.25;complex;;X
128;128;128;128;0.0;4.0;sports;209;False;personalisation;no emotionalisation;Interview;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
129;129;129;129;0.0;2.0;crime, disaster & accidents;277;False;personalisation;no emotionalisation;Interview;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
130;130;130;130;1.0;3.0;sports;232;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
131;131;131;131;0.0;5.0;mobility;267;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;2.0;3.0;[];0.0;1.0;0.6666666666666666;0.6666666666666666;complex;;X
132;132;132;132;9.0;80.0;sports;115;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;3.0;[];0.0;0.0;0.3333333333333333;0.0;simple;;X
133;133;133;133;0.0;5.0;construction & living;201;False;no personalisation;emotionalisation;News;regional;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;positive;X
134;134;134;134;0.0;1.0;construction & living;277;False;no personalisation;no emotionalisation;News;(inter)national;personalisation;4.0;1.0;4.0;[];0.0;0.25;1.0;0.25;complex;;X
135;135;135;135;2.0;5.0;mobility;280;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
136;136;136;136;0.0;2.0;crime, disaster & accidents;233;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
137;137;137;137;0.0;3.0;sports;253;False;personalisation;no emotionalisation;Comment;;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
138;138;138;138;0.0;1.0;crime, disaster & accidents;209;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
139;139;139;139;0.0;1.0;crime, disaster & accidents;195;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
140;140;140;140;0.0;0.0;sports;240;False;no personalisation;no emotionalisation;Interview;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
141;141;141;141;0.0;0.0;business & finance;216;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;3.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;;X
142;142;142;142;0.0;4.0;sports;181;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
143;143;143;143;0.0;1.0;construction & living;227;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
144;144;144;144;0.0;1.0;mobility;205;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
145;145;145;145;0.0;0.0;crime, disaster & accidents;231;False;no personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
146;146;146;146;0.0;0.0;mobility;183;False;personalisation;no emotionalisation;Interview;regional;personalisation;1.0;2.0;1.0;[];0.0;2.0;1.0;2.0;complex;;X
147;147;147;147;0.0;1.0;politics;248;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
148;148;148;148;0.0;0.0;business & finance;255;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;3.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;;X
149;149;149;149;1.0;1.0;crime, disaster & accidents;217;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
150;150;150;150;1.0;1.0;mobility;187;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
151;151;151;151;1.0;6.0;mobility;213;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
152;152;152;152;0.0;4.0;science & education;197;False;no personalisation;no emotionalisation;News;regional;personalisation;1.0;1.0;1.0;[];0.0;1.0;1.0;1.0;complex;;X
153;153;153;153;9.0;3.0;politics;209;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
154;154;154;154;0.0;1.0;politics;197;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
155;155;155;155;1.0;1.0;construction & living;245;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;5.0;[];0.0;0.0;0.6;0.0;simple;;X
156;156;156;156;1.0;4.0;mobility;206;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
157;157;157;157;0.0;1.0;other;210;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
158;158;158;158;0.0;1.0;construction & living;256;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
159;159;159;159;6.0;9.0;crime, disaster & accidents;193;False;no personalisation;emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;negative;X
160;160;160;160;2.0;17.0;crime, disaster & accidents;210;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
161;161;161;161;3.0;1.0;culture;223;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
162;162;162;162;0.0;1.0;crime, disaster & accidents;212;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
163;163;163;163;0.0;5.0;crime, disaster & accidents;226;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
164;164;164;164;1.0;1.0;business & finance;227;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
