;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Image Text;Image Title;caption;no_of_comments;no_of_likes;is_video;topic;corresponding article;length_of_text;question;personalisation;emotional;opinion;regional;interaction;on X;number of Images;Column1;verbless clause caption;verbless clause image;omission of article caption;omission of article image;quotation caption;quotation image;average word length caption;average word length image;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion
317;317;317;317;"Ein bisschen Magie in Leipzig
41 15 5 Lichter leuchten
während der Adventszeit
in der Innenstadt
";C:\Users\Lui\lvz.de\2023-11-18_10-16-11_UTC_3.jpg;"🌟Girlanden, Sterne, Kerzen und Bäumchen: Für viele ist die Weihnachtsbeleuchtung in der Innenstadt selbstverständlich. 

Dabei sorgen gerade einmal drei Männer dafür, dass sie leuchten kann. Sie arbeiten beim Leipziger Amt für Stadtbeleuchtung und melden sich freiwillig für die Nachtschichten im November. 

Reporterin Emma Schmidt hat sie begleitet, die ganze Reportage lest ihr auf lvz.de. 

#Leipzig #Sachsen #Weihnachten #Christmas #Christmasdecor #Weihnachtszeit #Advent";11;1242;True;culture;yes;476;False;personalisation;no emotionalisation;Interview;regional;no;;;;verbless clause;verbless clause;all articles included;all articles included;no quote;no quote;6.819672131147541;6.538461538461538;personalisation;6.0;1.0;5.0;['🌟'];1.0;0.1666666666666666;1.2;0.2;complex;
318;318;318;318;"Auf dem Innenstadtring
Radweg am Hauptbahnhof:
Nächster Abschnitt
ist grün markiert
";C:\Users\Lui\lvz.de\2023-11-18_10-16-11_UTC_4.jpg;"🚴‍♀️Der Radstreifen zwischen dem Leipziger Hauptbahnhof und der Löhrstraße ist nun grün markiert. Allerdings sind die Arbeiten noch nicht abgeschlossen.

Grund dafür sei die Witterung. Für die grüne Markierung wird farbiges Hartplastik aufgetragen. Dafür müsse es trocken sein und es brauche milde Temperaturen.

Eigentlich sollte der Fahrradweg schon Anfang Oktober grün markiert werden. Die Arbeiten verzögerten sich wegen Lieferschwierigkeiten des Materials und der Witterung.

#Leipzig #Sachsen #Hauptbahnhof #Fahrrad #Bycicle #Verkehrswende #Mobilität #Großstadt";161;1278;False;mobility;no;567;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;7.231884057971015;9.625;no personalisation;8.0;0.0;7.0;['🚴\u200d♀️'];1.0;0.0;1.1428571428571428;0.0;simple;
319;319;319;319;"Verfahren eingestellt

Gil Ofarim gesteht Lüge -
und entschuldigt sich
";C:\Users\Lui\lvz.de\2023-11-18_10-16-11_UTC_5.jpg;"Überraschung im #Ofarim-Prozess: Der Musiker hat am Dienstag vor dem Landgericht in #Leipzig gestanden, im angeblichen Antisemitismus-Fall in einem Hotel gelogen zu haben. Das Verfahren wurde gegen die Zahlung einer Geldauflage in Höhe von 10.000 Euro eingestellt. Außerdem entschuldigte sich Ofarim bei dem Nebenkläger.

Mehr zum Fall auf lvz.de und über den Link in der Bio.";235;1514;False;crime, disaster & accidents;yes;376;False;personalisation;no emotionalisation;News;regional;no;;;;verbless clause;all verbs included;omission of article;all articles included;no quote;no quote;5.854545454545455;8.0;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;
320;320;320;320;"Verfahren eingestellt
Anwälte sind zufrieden mit
dem Ausgang des Falls
Gil Ofarim
";C:\Users\Lui\lvz.de\2023-11-18_19-43-03_UTC_1.jpg;"„Die Vorwürfe treffen zu“, sagte Gil Ofarim am Dienstag vor dem Landgericht Leipzig. 

Zu dem Hotelmanager, der als Nebenkläger auftritt, sagte er: „Ich möchte mich bei Ihnen entschuldigen.“ Warum er damals gelogen hat, blieb offen. Dazu machte er in seiner kurzen Aussage keinen Angaben.

Ofarim hatte im Oktober 2021 in einem Video Antisemitismus-Vorwürfe gegen ein Leipziger Hotel erhoben. Nach Einschätzung der Staatsanwaltschaft Leipzig hatte sich der Vorfall aber nicht so zugetragen.

„Die Kammer ist davon überzeugt, dass das heutige Geständnis des Angeklagten der Wahrheit entspricht“, sagte der Vorsitzende Richter, Andreas Stadler.

#Leipzig #Sachsen #Gericht #Prozess #GilOfarim";410;973;True;crime, disaster & accidents;no;690;False;personalisation;no emotionalisation;News;regional;no;;;;all verbs included;all verbs included;omission of article;all articles included;no quote;no quote;6.43010752688172;8.222222222222221;personalisation;9.0;3.0;7.0;[];0.0;0.3333333333333333;1.2857142857142858;0.4285714285714285;complex;
321;321;321;321;"Lichter an!

Weihnachtsmarkt Leipzig
offiziell eröffnet

";C:\Users\Lui\lvz.de\2023-11-18_19-43-03_UTC_2.jpg;"Jetzt kanns losgehen! Wann schlürft ihr den ersten Glühwein? 😍
#leipzig #weihnachtsmarkt #weihnachten #sachsen #Weihnachtsmarkt2023";21;2173;True;culture;no;131;True;no personalisation;no emotionalisation;News;regional;yes;;;;all verbs included;all verbs included;all articles included;all articles included;no quote;no quote;8.428571428571429;13.5;no personalisation;2.0;0.0;3.0;['😍'];1.0;0.0;0.6666666666666666;0.0;simple;
322;322;322;322;"Champions Legaue 
RB Leipzig verliert gegen 
Manchester City
";C:\Users\Lui\lvz.de\2023-11-18_19-43-03_UTC_3.jpg;"Zunächst sah es so aus, als ob RB Leipzig Chancen auf einen Sieg hat, doch dann holte Manchester City auf, sodass RB Leipzig 2:3 verlor. 

Beim letzten Auftritt im Ethiad Stadum gab es ein 0:7. Dennoch ist RB Leipzig in der K.o.-Runde der Champions League.

#Leipzig #Sachsen #England #RBLeipzig #Fußball #ChampionsLeague #ManchesterCity";7;379;False;sports;no;337;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.627450980392157;6.75;no personalisation;4.0;3.0;3.0;[];0.0;0.75;1.3333333333333333;1.0;complex;
323;323;323;323;"Grandioses Rock Medley
Sting begeisterte in der 
ausverkauften Arena Leipzig";C:\Users\Lui\lvz.de\2023-11-18_19-43-03_UTC_4.jpg;"Sting ist 72. Das ist kaum zu glauben, wie er da am Dienstagabend auf der Bühne der ausverkauften Arena Leipzig steht. Ein drahtiger Schlacks, durchtrainiert bis in die letzte Faser, hochkonzentriert, professionell. 
Nun ist er also endlich da, mit dreidreiviertel Jahren Verspätung für rund eindreiviertel Stunden. Bestens in Form ist er und auffallend guter Laune. „Das letzte Mal ist lange her“, sagt er in passabel auswendig gelerntem Deutsch. „Sie haben alle Ihre Tickets behalten. Und wir leben alle noch – hoffentlich“, ruft er in den Saal, in dem die Menge mehr und mehr Fahrt aufnimmt.🎤

Wie fandet ihr das Konzert? 🎉

#Sting #Leipzig #ArenaLeipzig";5;540;False;celebrity;no;657;True;personalisation;no emotionalisation;News;regional;yes;;;;all verbs included;verbless clause;omission of article;omission of article;no quote;no quote;5.450980392156863;7.555555555555555;no personalisation;10.0;2.0;12.0;['🎤', '🎉'];1.0;0.2;0.8333333333333334;0.1666666666666666;complex;
324;324;324;324;"LVZ Abovorteil: 
Der Haselnüsse für Aschenbrödel
Vorstellung zum 50. Jubiläum im
Cinestar Leipzig am 16.12.2023 um 15 Uhr
";C:\Users\Lui\lvz.de\2023-11-18_19-43-03_UTC_5.jpg;"Er ist einer der beliebtesten Klassiker in der Weihnachtszeit: der Märchenfilm „Drei Haselnüsse für Aschenbrödel“. 🌰👑
Zum 50-jährigen Drehjubiläum des Kultfilms lockt das Cinestar Leipzig zu einem „Cine-Special“ am 16. Dezember 2023. ✨
 
Mit dem Codewort „LVZ liebt Aschenbrödel“ gibt es für Leserinnen und Leser am 16. Dezember vor Beginn der Vorstellung an der Kinokasse im Cinestar ein Special-Menü zum Film: kleines Popcorn + Capri Sonne zum Vorzugspreis von nur 5 Euro. 
 
Viel Spaß im Kino! 🍿🎥
 
*Kooperation";6;662;False;culture;no;514;False;no personalisation;no emotionalisation;Cooperation/ Ad;regional;no;;;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;5.602564102564102;6.6875;personalisation;4.0;0.0;9.0;['🌰', '👑', '✨', '🍿', '🎥'];1.0;0.0;0.4444444444444444;0.0;simple;
325;325;325;325;"Spotify Wrapped
Das sind Leipzigs Top Artists 2023:
1. Bonez MC
2. Apache 207
3. RAF Camora";C:\Users\Lui\lvz.de\2023-11-19_09-46-05_UTC.jpg;"Habt ihr schon reingehört? Der Streaminganbieter #Spotify hat für Nutzerinnen und Nutzer die persönlichen Jahresrückblicke veröffentlicht - und wir wissen, wen #Leipzig 2023 am meisten gehört hat. 

Decken sich die Acts mit euren Top-Künstlern?

Wer noch in den Leipzig-Charts ist und welche Songs und Podcasts am häufigsten gestreamt worden sind, erfahrt ihr auf lvz.de oder über den Link in der Bio.

#Spotifywrapped #2023 #Jahresrückblick #TaylorSwift #Leipzig #BonezMC #apache207 #rafcamora";47;632;False;culture;yes;494;True;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;all verbs included;all articles included;all articles included;no quote;no quote;6.388059701492537;6.076923076923077;personalisation;3.0;5.0;4.0;[];0.0;1.6666666666666667;0.75;1.25;complex;
326;326;326;326;"Ganz in weiß
So schön verschneit sieht
Leipzig jetzt aus";C:\Users\Lui\lvz.de\2023-11-19_10-30-09_UTC_1.jpg;"Erstmals in diesem Winter hat sich Leipzig in eine weiße Decke gehüllt. ❄️
Und der erste Schnee lädt natürlich ein zum Fotos machen. Wir haben mal ein paar zusammengestellt. 

Habt ihr auch schon Schneefotos gemacht? 

#Winter #Schnee #Leipzig";7;1254;False;other;no;243;True;no personalisation;no emotionalisation;News;regional;yes;;;;verbless clause;no text;all articles included;no text;no quote;no quote;5.594594594594595;6.125;personalisation;4.0;2.0;5.0;['❄️'];1.0;0.5;0.8;0.4;complex;
327;327;327;327;"Nach Sparmaßnahmen 
Leipzig leuchtet wieder mehr
und spart dabei Strom";C:\Users\Lui\lvz.de\2023-11-19_10-30-09_UTC_2.jpg;"🌟 Ist es euch schon aufgefallen? Die Gebäude in #Leipzig werden, übrigens schon seit April, wieder vermehrt beleuchtet. Was mit den hellen Sommerabenden kaum zu erkennen war, wurde jetzt deutlich. 

Zu jenen Gebäuden, die nun wieder beleuchtet werden, gehören beispielsweise das Neue Rathaus und diverse Kirchen. Wegen des russischen Angriffskrieges und der Energiekrise hatte die Stadt 2022 als Energiesparmaßnahme, die Beleuchtung von 258 Gebäuden bei Nacht komplett eingestellt.

Und jetzt: Leuchtet es wieder (bis 24 Uhr) - und ist trotzdem nicht teurer, denn die Stadt hat die Zeit genutzt und bislang 70 Prozent aller städtischen Lampen auf LED umgestellt: Und damit 14 Prozent Energie gespart. 

PS: Wir lieben die leuchtende Skyline übrigens sehr. ❤️

#Leipzig #Sachsen #StadtLeipzig #LeipzigerVolkszeitung #LVZ #Energie #Klima";9;908;False;culture;no;835;True;no personalisation;emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.025210084033613;6.888888888888889;no personalisation;9.0;1.0;10.0;['🌟', '❤️'];1.0;0.1111111111111111;0.9;0.1;simple;positive
328;328;328;328;"Mit Kochvideos
Vom Busfahrer aus Gera 
zum Social-Media-Star";C:\Users\Lui\lvz.de\2023-11-19_10-30-09_UTC_3.jpg;"@dr.emkus heißt eigentlich Markus Hanschke und hat fast eine halbe Million Follower und Followerinnen bei Instagram, mehr als doppelt so viele sogar bei #TikTok. 

Wie es dazu kam, das weiß der 38-Jährige selbst nicht so recht, sagt er. Eigentlich sei er nur ein einfacher Typ aus Gera, der eben ein paar Videos macht. Doch stimmt das oder verbirgt sich dahinter eine ausgefeilte Marketing-Strategie?

Auf den Internet-Profilen von Dr. Emkus finden sich allerhand Kurzvideos – vor allem vom Kochen. Im Internet gibt es unzählige solcher Clips, trotzdem schafft Dr. Emkus es, hervorzustechen. Das Besondere sind nicht nur die Rezepte, die oft von simpler DDR-Küche inspiriert sind, sondern seine Art zu sprechen. Schnell, spontan, impulsiv.

Wie er vom Busfahrer zum Internet-Star wurde, lest ihr jetzt bei lvz.de/instagram und über den Link in der Bio. 

#LVZ #Leipzig #Sachsen #Thüringen #Altenburg #Gera #DrEmkus #Rezept #LeipzigerVolkszeitung";1;294;True;celebrity;yes;945;True;personalisation;no emotionalisation;Interview;regional;no;;;;all verbs included;all verbs included;omission of article;all articles included;no quote;no quote;5.805755395683454;7.714285714285714;personalisation;12.0;4.0;9.0;[];0.0;0.3333333333333333;1.3333333333333333;0.4444444444444444;complex;
329;329;329;329;"LVZ Gewinnspiel:
Weihnachtsmarkttassen 2023
Jetzt teilnehmen und
mit etwas Gliick gewinnen!";C:\Users\Lui\lvz.de\2023-11-19_11-41-56_UTC.jpg;"Sichert euch die Chance auf die begehrten Weihnachtsmarkttassen! 🎄

Die LVZ verlost auch 2023 insgesamt 40 Exemplare der aktuellen Tassen – 20 mit klassischem Motiv und 20 mit Kindermotiv. ✨

Jetzt mitmachen unter www.lvz.de/tassen!

#lvz #gewinnspiel #leipzig #weihnachtsmarkt #weihnachtsmarktleipzig #tassen";1;173;False;LVZ;yes;309;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;7.378378378378378;10.5;personalisation;3.0;0.0;3.0;['🎄', '✨'];1.0;0.0;1.0;0.0;simple;
330;330;330;330;"Finanzielle Bürde
Nach Skandal-Spiel gegen 
Frankfurt: LOK Leipzig muss
25 000 Euro zahlen";C:\Users\Lui\lvz.de\2023-11-20_11-00-39_UTC_1.jpg;"Für den Verein ist es eine ordentliche Summe: In dieser Woche wurde die Sanktionierung des 1. FC Lok Leipzig in Bezug auf die Vorkommnisse aus dem DFB-Pokal-Spiel gegen Frankfurt offiziell gemacht. 25.000 Euro muss Lok nun zahlen. Der Verein akzeptiert das Urteil, versucht den Betrag allerdings in Raten abzustottern – und wenn möglich auf die Chaoten selbst abzuwälzen, denn als Regionalligist ist eine solche Summe durchaus nicht selbstverständlich aufzutreiben. 

„Ursächlich für die hohe Geldstrafe ist unter anderem das wiederholte Werfen von Böllern, das Zünden von Leuchtraketen in Richtung Gästeblock und die daraus resultierende Spielunterbrechung von fast 15 Minuten“, ließ der 1. FC Lokomotive Leipzig über soziale Medien verlautbaren. Ein dicker Batzen Kohle und eine finanzielle Bürde, die Lok nach eigenen Angaben „schwer treffen wird.“

Mehr dazu auf lvz.de und über den Link in der Bio.

#LokLeipzig #Leipzig #Sachsen #Fußball #EintrachtFrankfurt #DFBPokal #Regionalliga #LeipzigerVolkszeitung";30;953;False;crime, disaster & accidents;yes;1010;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.170212765957447;7.272727272727272;personalisation;8.0;2.0;7.0;[];0.0;0.25;1.1428571428571428;0.2857142857142857;complex;
331;331;331;331;;C:\Users\Lui\lvz.de\2023-11-20_11-00-39_UTC_2.jpg;"Der LVZ-Adventskalender 2023! ✨
 
Es wird früher dunkel, die Lichter in den Fenstern funkeln schon ab Nachmittag und Weihnachtslieder klingen: Es ist Weihnachtszeit. 🎄
 
Und zu der Weihnachtszeit gehört in jedem Jahr auch ein Adventskalender. So auch bei uns: Schauen Sie täglich vorbei und sichern Sie sich jeden Tag die Gewinnchance auf tolle Preise - einige davon sind bestimmt auch als Weihnachtsgeschenke für Freunde und Verwandte geeignet. 🎁
 
Wir drücken Ihnen die Daumen und wünschen eine besinnliche Adventszeit! 🕯
 
#lvz #adventskalender #advent #gewinnspiel";0;78;False;LVZ;no;568;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;omission of article;all articles included;no quote;;5.855421686746988;0.0;no personalisation;12.0;0.0;11.0;['✨', '🎄', '🎁', '🕯'];1.0;0.0;1.0909090909090908;0.0;simple;
332;332;332;332;"""Künstliche Intelligenz kann nicht so weit 
gehen, wie ich. Etwa wenn ich Menschen zum  
Lachen bringe. Dazu ist Künstliche Intelligenz
zu dumm. Das, was ich mache, dafür muss
man wirklich absolut hyperintelligent sein.""

Helge Schneider
Schriftsteller und Unterhaltungskünstler
";C:\Users\Lui\lvz.de\2023-11-20_12-56-52_UTC_1.jpg;"Nach zwölf Jahren schickt Helge Schneider sein Alter Ego erneut auf Verbrecherjagd. In dem Krimi spielt KI eine wichtige Rolle – über die Chancen und Gefahren der Technologie äußert sich der Komiker nachdenklich und reflektiert. 🤔

Schneider gibt zu bedenken, dass der mathematische Teil der Künstlichen Intelligenz wahrscheinlich unschlagbar bleibe. Aber die Mathematik sei nicht von der Künstlichen Intelligenz erfunden worden, sondern vom Menschen. Dennoch sei die KI in bestimmten Angelegenheiten zu dumm – etwa wenn es darum gehe, Menschen zum Lachen zu bringen. „Das hat nichts mit Mathematik zu tun, sondern mit einer ultraschnellen Version des Umdenkens. Und Fantasie hat die Künstliche Intelligenz auch nicht"", so der Unterhaltungskünstler.

#ki #künstlicheintelligenz #comedy #helgeschneider";9;753;False;celebrity;no;801;False;personalisation;no emotionalisation;Interview;(inter)national;no;;;;all verbs included;verbless clause;all articles included;all articles included;quote;quote;6.225225225225225;7.0;personalisation;9.0;2.0;7.0;['🤔'];1.0;0.2222222222222222;1.2857142857142858;0.2857142857142857;complex;
333;333;333;333;Leipzig im Schnee;C:\Users\Lui\lvz.de\2023-11-20_12-56-52_UTC_2.jpg;"❤️Ach, Leipzig. Im Schnee bist du doch im grauen Winter ganz besonders sehenswert. 

Was ist eigentlich euer Lieblingsort bei Schnee und Winter (Sofa zählt nicht)? 

#Leipzig #Sachsen #Winter #Weihnachtsmarkt #Dezember #LVZ #LeipzigerVolkszeitung";21;1872;True;other;no;246;True;no personalisation;emotionalisation;News;regional;yes;;;;all verbs included;all verbs included;all articles included;all articles included;no quote;no quote;6.71875;5.0;no personalisation;3.0;0.0;3.0;['❤️'];1.0;0.0;1.0;0.0;simple;positive
334;334;334;334;"Leipzigs Beste
Glühwein auf dem
Leipziger
Weihnachtsmarkt
";C:\Users\Lui\lvz.de\2023-11-20_14-57-54_UTC.jpg;"Das Rennen war knapp und erstmals stehen drei weiße statt rote Glühweine auf dem Treppchen: Wir haben, pünktlich zu Schnee, Advent und Winterzeit, Leipzigs besten Glühwein gefunden. 

Eine Jury, bestehend aus Leserinnen und Lesern, Menschen vom Fach und das Online-Voting von euch hat zu unserem Ergebnis geführt. Gewonnen hat das @plauderstuebchen_leipzig, übrigens fast ein Newcomer auf dem Weihnachtsmarkt. Julia Tärrer ist erst zum zweiten Mal mit einer eigenen Bude dabei! 

Das Voting und die ganzen Top Ten findet ihr natürlich bei lvz.de. Prost! 

#Leipzig #Weihnachtsmarkt #Sachsen #LeipzigsBeste #Glühwein #LVZ #Winter";30;1617;True;culture;yes;628;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.988888888888889;13.75;personalisation;7.0;0.0;6.0;[];0.0;0.0;1.1666666666666667;0.0;simple;
335;335;335;335;"Kleinkrieg wegen Baumfällungen
Anwohner in Schleußig 
kritisieren ungenehmigte 
""Nacht- und Nebelaktionen""";C:\Users\Lui\lvz.de\2023-11-20_17-36-11_UTC.jpg;"In Schleußig haben Baumfällungen für einen Kleinkrieg gesorgt: Anwohner werfen dem Bauherrn ungenehmigte „Nacht- und Nebelaktionen“ vor: In der Holbeinstraße im Leipziger Westen haben Baumfällungen direkt an der Weißen Elster für Aufregung gesorgt und Umweltschützer auf den Plan gerufen. 

Aufgebrachte Anwohner alarmierten Polizei und Ordnungsamt. Die Behörden sprachen zwecks Prüfung ein Fällverbot bis Montag aus. Das wurde schon am Tag darauf aufgehoben, weil laut Rathaus die Baugenehmigung vorlag, die das Fällen erlaubte.

Am Donnerstagabend gab es vor Ort eine Protestaktion. Fest steht, dass das Rathaus sich weiter mit dem Streitfall beschäftigen wird.

Mehr dazu auf lvz.de und wie immer über den Link in der Bio.

#LVZ #Leipzig #Sachsen #Umwelt #Bau #WeißeElster #LeipzigerVolkszeitung";11;583;False;crime, disaster & accidents;yes;798;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;all verbs included;all articles included;all articles included;no quote;quote;6.330275229357798;9.7;personalisation;7.0;3.0;10.0;[];0.0;0.4285714285714285;0.7;0.3;complex;
336;336;336;336;"LVZ-Aktion ,,Ein Licht im Advent""

Mehrgenerationenenhaus
Eilenburger Arche hilft im
Bürokratiedschungel";C:\Users\Lui\lvz.de\2023-11-21_09-14-54_UTC_1.jpg;"Bürokratie kann kompliziert sein. In #Eilenburg bei #Leipzig hilft bei unverständlichen Briefen, Anträgen  oder Behördengängen die Arche der #Diakonie. Bis zu 30 Menschen pro Tag kommen ins Mehrgenerationenhaus, um sich dabei helfen zu lassen. Doch damit ist die Belastungsgrenze erreicht. Deswegen wollen wir mit ""Ein Licht im Advent"" helfen. 

Mit der Spendenaktion unterstützen wir dieses Jahr die Diakonie in #Sachsen. Mehr dazu findet ihr über den Link in der Bio und auf lvz.de. 

Spenden könnt ihr außerdem einfach und unkompliziert hier: 
Zahlungsempfänger: LVZ-Spendenaktion
Verwendungszweck: Tafelhilfe und Lebensmittel
Eure Spendensumme:
IBAN: DE89 8605 5592 1090 2297 19
BIC: WELADE8LXXX

#Leipzig #Sachsen #Spenden #EinLichtimAdvent #LVZ #LeipzigerVolkszeitung #Weihnachten";0;121;False;LVZ;yes;786;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;omission of article;quote;quote;6.792079207920792;12.125;personalisation;9.0;0.0;10.0;[];0.0;0.0;0.9;0.0;simple;
337;337;337;337;"Wegen Brandstiftung
Schneeballschlacht am
Connewitzer Kreuz endet
mit Polizeieinsatz";C:\Users\Lui\lvz.de\2023-11-21_09-14-54_UTC_2.jpg;"Bis zu 70 Personen haben sich am Freitagabend, 1. Dezember, am Connewitzer Kreuz in Leipzig versammelt, um an einer Schneeballschlacht teilzunehmen. In der Folge brannten unter anderem mehrere Mülltonnen. Zahlreiche Einsatzkräfte der Polizei haben die Versammlung unterbunden, gegen 21.45 Uhr war die Schneeballschlacht beendet, hieß es von der Behörde. Die Kriminalpolizei ermittelt unter anderem wegen Brandstiftung.

Bisher seien aber noch keine konkreten Tatverdächtigen bekannt, teilte eine Sprecherin der Polizei am Samstag gegenüber der LVZ mit. Insgesamt standen vier Mülltonnen, vier Absperrbaken und Baumaterial in Flammen. Gegen 19.20 Uhr war die Schneeballschlacht bei den Beamten bekannt geworden, hieß es. Auch die Feuerwehr war vor Ort, um die brennenden Gegenstände zu löschen. Nach ersten Erkenntnissen wurden keine Personen verletzt.

„Das war nicht die typische Schneeballschlacht, wie wir sie vom Connewitzer Kreuz kennen“, erklärte die Polizeisprecherin. Was sich am Freitagabend im Leipziger Süden abgespielt hat, sei „kein Vergleich zu den letzten Jahren.“

Am Connewitzer Kreuz hatte es in den vergangenen Jahren immer wieder Schneeballschlachten auf offener Straße gegeben, an denen sich meist mehrere Dutzend Personen beteiligten.

#Leipzig #Schnee #Winter #Schneeballschlacht #Brand #Brandstiftung #Polizei #Polizeieinsatz";73;1593;False;crime, disaster & accidents;no;1349;False;no personalisation;no emotionalisation;News;regional;no;;;;verbless clause;verbless clause;all articles included;all articles included;no quote;no quote;6.627118644067797;13.166666666666666;no personalisation;17.0;2.0;12.0;[];0.0;0.1176470588235294;1.4166666666666667;0.1666666666666666;simple;
338;338;338;338;"Ein Tag im ADAC Hubschrauber
Leipzigs Luftretter im
Dauereinsatz
";C:\Users\Lui\lvz.de\2023-11-21_10-35-06_UTC.jpg;Fast täglich rücken die Hubschrauber der ADAC Luftrettung von ihrer Basis in Dölzig aus, um zu Notfällen und Unfallorten zu fliegen. Wir haben eine Crew einen Tag lang begleitet und spannende Einblicke erhalten. #Leipzig #Rettung #Hubschrauber #ADACLuftrettung;17;1477;True;crime, disaster & accidents;no;260;False;no personalisation;no emotionalisation;Interview;regional;no;;;;verbless clause;verbless clause;all articles included;all articles included;no quote;no quote;6.054054054054054;8.428571428571429;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;
339;339;339;339;"Virtual Bundesliga
Fabio Sabbagh ist
E-Sports-Coach bei
Werder Bremen
";C:\Users\Lui\lvz.de\2023-11-21_14-19-08_UTC.jpg;"„Gamer sind faul und sitzen nur am PC“, es ist nur ein Vorurteil, das weit verbreitet ist. Aber hinter dem sogenannte E-Sports steckt viel mehr. Im Allgemeinen versteht man darunter das organisierte, wettkampfmäßige Spielen von Videospielen. Die Teilnahme an der Virtual Bundesliga, dem E-Sport-Wettbewerb der DFL, ist sogar seit dieser Saison erstmals Pflicht für die Klubs. Sie soll das dritte Standbein neben der 1. und 2. Bundesliga werden. Wie viel Professionalität dahinter steckt, verrät uns Content Creator und Headcoach vom Werder Bremen E-Sports Team Fabio ""Fifabio"" Sabbagh. ⚽🎮

#esports #EAFC24 #virtualbundesliga #dfl #werderbremen #gaming";0;85;True;sports;no;652;False;personalisation;no emotionalisation;Interview;(inter)national;no;;;;verbless clause;all verbs included;all articles included;all articles included;quote;no quote;6.021505376344086;10.833333333333334;personalisation;8.0;2.0;8.0;['⚽', '🎮'];1.0;0.25;1.0;0.25;complex;
340;340;340;340;"Nach Umbau
Ehemaliges
Karstadt-Kaufhaus in
Leipzig ist wieder offen
";C:\Users\Lui\lvz.de\2023-11-21_14-29-33_UTC.jpg;"😊 Lange waren die Türen zu, jetzt ist der Umbau in den weitesten Teilen fertig: Das ehemalige Karstadt-Kaufhaus in der Petersstraße öffnet wieder für Kunden. 

Den Start machte am Freitag ein Rewe im Untergeschoss, der ehemals am Anfang der Petersstraße zu finden war. 
Wir waren schon da und durften einen Blick hinein werfen. 

#LVZ #Leipzig #Sachsen #Karstadt #Shoppen #Rewe #LeipzigerVolkszeitung";97;3830;True;business & finance;no;400;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.683333333333334;10.5;personalisation;6.0;1.0;4.0;['😊'];1.0;0.1666666666666666;1.5;0.25;complex;
341;341;341;341;"Adventswunder
Känguru auf Abwegen:
Franz hüpfte eine Woche
durch Mittelsachsen
";C:\Users\Lui\lvz.de\2023-11-21_17-41-08_UTC.jpg;"🦘Dass Franz (13), Känguru, nochmal nach Hause käme, damit hat man im Tiergarten Tautendorf nicht mehr gerechnet. Vor rund einer Woche büxte das Beuteltier aus, dem Ruf der Freiheit folgend. 

Franz lebt über den Sommer in seinem Freiluft-Gatter im Tiergarten #Tautendorf, wo auch andere Tiere wie Kamele, Alpakas, Pferde, Esel und verschiedene Kleintiere ihr Zuhause haben. Für den Winter zieht Franz in ein festes überdachtes Haus. 

Dann türmte er, blieb aber in der Gegend, in den sozialen Netzwerken tauchte ein Video von der Känguru-Sichtung auf. 
Und Franz? Verirrte sich auf ein Grundstück und konnte dort on seinen Eigentümern mit dem Transporter abgeholt werden. 

Daheim kam Franz erstmal in Quarantäne, in einem Ställchen in der warmen Wohnstube. Dort wird er mit Nüssen und Äpfeln aufgepäppelt. Ein kleines Happy End. ❤️

#Leipzig #Sachsen #Leißnig #Tautendorf #Mittelsachsen #Döbeln #Känguru #LVZ";4;793;False;culture;no;909;True;no personalisation;emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.691176470588236;10.428571428571429;personalisation;11.0;2.0;13.0;['🦘', '❤️'];1.0;0.1818181818181818;0.8461538461538461;0.1538461538461538;complex;positive
